2018/12/03 11:26:14;-16.49
2018/12/03 11:26:53;-10.04
2018/12/03 11:36:38;-273.15
2018/12/03 15:02:54;30.91
2018/12/03 15:03:33;29.63
2018/12/03 15:04:13;30.37
2018/12/03 15:20:14;-15.27
2018/12/03 15:22:36;-16.49
2018/12/03 15:23:16;-16.49
2018/12/03 15:23:56;-10.04
2018/12/03 15:24:36;-10.04
2018/12/03 15:25:16;-10.99
2018/12/03 15:25:56;-16.49
2018/12/03 15:26:36;-10.04
2018/12/03 15:27:16;-10.04
2018/12/03 15:27:56;-16.49
2018/12/03 15:28:36;-16.49
2018/12/03 15:29:16;-10.04
2018/12/03 15:29:56;-10.04
2018/12/03 15:30:36;-10.99
2018/12/03 15:31:56;-10.04
2018/12/03 15:32:36;-10.04
2018/12/03 15:33:56;-16.49
2018/12/03 15:34:36;-10.04
2018/12/03 15:35:56;-16.49
2018/12/03 15:36:36;-16.49
2018/12/03 15:37:16;-10.04
2018/12/03 15:38:36;-10.04
2018/12/03 15:39:16;-16.49
2018/12/03 15:39:56;-16.49
2018/12/03 15:40:37;-10.04
2018/12/03 15:41:18;-11.98
2018/12/03 15:41:56;-10.04
2018/12/03 15:42:37;-10.04
2018/12/03 15:43:16;-10.04
2018/12/03 15:43:56;-10.04
2018/12/03 15:44:36;-16.49
2018/12/03 15:45:16;-16.49
2018/12/03 15:45:56;-16.49
2018/12/03 15:46:36;-11.98
2018/12/03 15:47:16;-10.04
2018/12/03 15:47:57;-10.04
2018/12/03 15:48:36;-10.04
2018/12/03 15:49:16;-10.04
2018/12/03 15:50:05;-16.49
2018/12/03 16:41:07;28.30
2018/12/03 16:41:47;28.50
2018/12/03 16:42:27;28.30
2018/12/03 16:43:07;29.63
2018/12/03 16:43:47;29.07
2018/12/03 16:44:27;29.82
2018/12/03 16:45:07;28.30
2018/12/03 16:45:47;29.63
2018/12/03 16:46:27;28.30
2018/12/03 16:47:07;29.45
2018/12/03 16:47:47;29.63
2018/12/03 16:48:27;28.30
2018/12/03 16:49:07;29.63
2018/12/03 16:49:47;29.63
2018/12/03 16:50:27;28.30
2018/12/03 16:51:07;29.63
2018/12/03 16:51:47;28.30
2018/12/03 16:52:27;29.26
2018/12/03 16:53:08;29.63
2018/12/03 16:53:47;28.30
2018/12/03 16:54:27;29.63
2018/12/03 16:55:07;29.63
2018/12/03 16:55:47;28.30
2018/12/03 16:56:27;29.63
2018/12/03 16:57:07;29.63
2018/12/03 16:57:47;28.30
2018/12/03 16:58:27;29.63
2018/12/03 16:59:07;29.63
2018/12/03 16:59:47;29.63
2018/12/03 17:00:27;29.63
2018/12/03 17:01:07;28.30
2018/12/03 17:02:27;29.63
2018/12/03 17:03:07;29.26
2018/12/03 17:03:47;29.63
2018/12/03 17:04:27;28.30
2018/12/03 17:05:07;29.63
2018/12/03 17:05:47;29.63
2018/12/03 17:06:27;28.30
2018/12/03 17:07:07;29.63
2018/12/03 17:07:47;29.63
2018/12/03 17:08:27;28.30
2018/12/03 17:09:07;29.63
2018/12/03 17:09:47;29.63
2018/12/03 17:10:27;29.63
2018/12/03 17:11:07;29.63
2018/12/03 17:11:47;28.30
2018/12/03 17:12:28;28.30
2018/12/03 17:13:07;28.30
2018/12/03 17:13:47;29.07
2018/12/03 17:14:27;28.30
2018/12/03 17:15:07;28.11
2018/12/03 17:15:47;29.82
2018/12/03 17:16:27;29.63
2018/12/03 17:17:07;28.30
2018/12/03 17:17:47;29.63
2018/12/03 17:18:27;28.30
2018/12/03 17:19:07;29.07
2018/12/03 17:19:47;29.63
2018/12/03 17:20:27;29.63
2018/12/03 17:21:07;28.30
2018/12/03 17:21:47;29.63
2018/12/03 17:22:27;28.30
2018/12/03 17:23:07;29.82
2018/12/03 17:23:47;29.63
2018/12/03 17:24:27;28.88
2018/12/03 17:25:07;29.63
2018/12/03 17:25:47;29.63
2018/12/03 17:26:27;29.63
2018/12/03 17:27:07;29.63
2018/12/03 17:27:47;28.30
2018/12/03 17:28:27;28.30
2018/12/03 17:29:07;29.63
2018/12/03 17:29:47;28.88
2018/12/03 17:30:27;28.30
2018/12/03 17:31:07;29.63
2018/12/03 17:31:47;29.63
2018/12/03 17:32:27;28.30
2018/12/03 17:33:07;28.30
2018/12/03 17:33:47;28.30
2018/12/03 17:34:27;28.30
2018/12/03 17:35:07;28.69
2018/12/03 17:35:47;28.30
2018/12/03 17:36:27;29.63
2018/12/03 17:37:07;29.63
2018/12/03 17:37:47;29.63
2018/12/03 17:38:27;28.30
2018/12/03 17:39:07;29.63
2018/12/03 17:39:47;29.63
2018/12/03 17:40:27;28.69
2018/12/03 17:41:07;29.63
2018/12/03 17:41:47;29.63
2018/12/03 17:42:27;29.45
2018/12/03 17:43:07;29.63
2018/12/03 17:43:47;29.63
2018/12/03 17:44:28;29.07
2018/12/03 17:45:07;29.63
2018/12/03 17:45:47;28.30
2018/12/03 17:46:27;28.88
2018/12/03 17:47:07;29.63
2018/12/03 17:47:47;28.30
2018/12/03 17:48:27;28.30
2018/12/03 17:49:07;28.30
2018/12/03 17:49:47;29.63
2018/12/03 17:50:27;29.63
2018/12/03 17:51:07;28.30
2018/12/03 17:51:47;29.63
2018/12/03 17:52:27;29.63
2018/12/03 17:53:07;29.45
2018/12/03 17:53:47;29.82
2018/12/03 17:54:27;29.63
2018/12/03 17:55:07;29.82
2018/12/03 17:55:47;28.30
2018/12/03 17:56:27;28.30
2018/12/03 17:57:07;28.30
2018/12/03 17:57:47;28.30
2018/12/03 17:58:27;29.45
2018/12/03 17:59:07;29.63
2018/12/03 17:59:47;29.82
2018/12/03 18:00:27;29.63
2018/12/03 18:01:07;28.30
2018/12/03 18:01:47;28.30
2018/12/03 18:02:27;29.63
2018/12/03 18:03:07;28.30
2018/12/03 18:03:47;29.26
2018/12/03 18:04:27;29.63
2018/12/03 18:05:07;29.63
2018/12/03 18:05:47;29.63
2018/12/03 18:06:27;29.63
2018/12/03 18:07:07;28.30
2018/12/03 18:07:47;29.63
2018/12/03 18:08:27;29.63
2018/12/03 18:09:07;29.26
2018/12/03 18:09:47;28.30
2018/12/03 18:10:27;29.63
2018/12/03 18:11:07;29.63
2018/12/03 18:11:47;29.63
2018/12/03 18:12:27;28.30
2018/12/03 18:13:07;29.63
2018/12/03 18:13:47;29.63
2018/12/03 18:14:27;29.26
2018/12/03 18:15:07;28.30
2018/12/03 18:15:47;28.30
2018/12/03 18:16:27;29.63
2018/12/03 18:17:07;29.63
2018/12/03 18:17:47;28.30
2018/12/03 18:18:27;29.63
2018/12/03 18:19:07;29.82
2018/12/03 18:19:47;29.07
2018/12/03 18:20:27;29.63
2018/12/03 18:21:07;29.82
2018/12/03 18:21:47;29.63
2018/12/03 18:22:27;29.63
2018/12/03 18:23:07;28.30
2018/12/03 18:23:47;29.63
2018/12/03 18:24:27;29.63
